Token,Item Name,Variation Name,Unit and Precision,SKU,Description,Category,Price,Option Name 1,Option Value 1,Current Quantity Visual Impact Detail Shop,New Quantity Visual Impact Detail Shop,Stock Alert Enabled Visual Impact Detail Shop,Stock Alert Count Visual Impact Detail Shop,Tax - Brunswick County Sales Tax (6.75%),Tax - New Hanover County Sales Tax (7%),Tax - Onslow County Tax (7%),Tax - Pender County Sales Tax (6.75%)
DSNKUF2GZIVWKUNFCHLULEVL,Meguiars D149 1 Gallon,Regular,,,,Retail Products,25.99,,,,,,,Y,Y,Y,Y
DS7PYPCFDEZERIB5CUC5LBM7,Meguiars Quick Interior Detailer,Regular,,,,Retail Products,12.99,,,,,,,Y,N,N,N
TKF6R4AZ5NAWS5WC5NCYVG5K,Meguiars Soft Buff DFP5,Regular,,,,Retail Products,14.99,,,,,,,Y,Y,Y,Y
G4267DJVOSRALMRTXEG3GVQ3,Messy Job 300gsm Microfiber Towel Red,Regular,,,,Retail Products,0.75,,,,,,,Y,N,N,N
AEVGQTLGTX2KZM6L7XJACXL2,Microfiber Applicator,Regular,,,"For applying dressings, protectants, leather conditioner, ceramic coatings",Retail Products,2.99,,,,,,,Y,N,N,N
EFV6O3DNN4VRFX4JERT65NP7,Microfiber Rag 8 Pack,Regular,,,,Retail Products,14.99,,,,,,,Y,Y,Y,Y
PQHYM6T66GPZ4LUAFMZ3LTNS,Microfiber Wand,Regular,,,,Retail Products,14.95,,,,,,,Y,Y,Y,Y
MRITTG4Z47ZUQTWCB666BHSS,Microfiber Wash Mitt,Regular,,,"Chenille microfiber wash Mitt. 9""x12""",Retail Products,6.99,,,,,,,Y,Y,Y,Y
YOEJIPY54SG53G6U6UHJNTLH,Mini Detail Brush,Regular,,,,Retail Products,1.50,,,,,,,Y,Y,Y,Y
HNJ464M2644NM5DXVUODQMA7,Mini Microfiber Applicator,Regular,,,,Retail Products,variable,,,,,,,Y,N,N,N
PC5PCUP2Q7MEF4GVQKOTQBFK,Mini Microfiber Applicator,Green/Gray,,MINI MF GREEN,,Retail Products,2.15,,,2,,,,Y,N,N,N
XNTUQ7HVVYPACGAHEOSGNII3,Mini Mitt Microfiber Wheel Mitt,Regular,,,,Retail Products,2.50,,,,,,,Y,N,N,N
FFCSGCT7LFXNLW3HOYJQ7O7Z,MIST Treatment,Regular,,,,Ala Carte,80.00,,,,,,,Y,Y,Y,Y
HC2CWFW4YUZ7U3PF3GF2222G,Moneyshot Wash And Wax,Regular,,619587998930,,Retail Products,14.97,,,3,,,,Y,N,N,N
SGV5B6BWIOYACBPGV5NF772Z,Multiscraper Tool,Regular,,,,Retail Products,1.50,,,,,,,Y,N,N,N
2I5KD5IL7ZY7FSUQUW5LJCPU,Mystery Item,Regular,,,,Retail Products,0.00,,,,,,,Y,N,N,N
MDBTRTWUO5ADIGTC5GT4RJRU,Nanoskin Ceramic Boost,Regular,,816089029050,"NanoSkin Ceramic Boost is a silica-based quick detailer, designed to boost gloss and protection on your paint! To apply, simply spray this product onto a clean microfiber towel and apply to the clear coat. Lightly buff off any excess with a separate clean microfiber towel and you are all set, it is that easy! It can be applied as a stand-alone protection product, or as a topper on an existing coating layer. Just one layer can last up to 6 months! Ceramic Boost features a water-based micro-emulsion formula that can be applied to all exterior surfaces like paint, glass, trim, etc. Not only does it bead water incredibly well, but it will also repel water from the surface, making it more difficult for dirt, mud, and other road grime to stick to the surface. This keeps your paint cleaner, longer. If you are looking to protect your paint or existing coating layer, reach for the NanoSkin Ceramic Boost!",Retail Products,18.99,,,1,,,,Y,N,N,N
2KXXWOUEI22EVFBZI2J7HT7H,Nanoskin Crystal Wash,Regular,,816089029104,"The NanoSkin Crystal Wash will allow you to wash and coat your car with protection in one easy step! Having a hydrophobic form of protection on your vehicle encourages water, dirt, grime, and other contamination to slide away, rather than stick to the surface. Treated surfaces stay cleaner for longer and because dirt doesn't bond as readily, cleaning the car is much easier! With Crystal Wash, you get a high-quality, pH neutral, high-lubricity formula. Simply wash your car the same way you would with any other auto shampoo, rinse off, and stand back to admire the results. This shampoo is designed to work as a stand-alone protection product, or on top of an existing coating layer. It is safe on all surfaces including paint, rims, glass, and plastic trim. If you are looking to clean and protect your car from harmful environmental contamination, the NanoSkin Crystal Wash is a great choice!",Retail Products,11.99,,,1,,,,Y,N,N,N
57QNT7OAHY7BPZFJA2KQZMAG,Nanoskin Super Charger,Regular,,,,Retail Products,6.99,,,,,,,Y,N,N,N
ANRSARLSBL2OVLGUOD2IHUEO,One Step Primer Polish,Regular,,,,,variable,,,,,,,Y,Y,Y,Y
U5BJTK2554OEJ22QNLWL7QDS,Ozone Treatment,Regular,,$50.00,,Ala Carte,variable,,,,,,,Y,Y,Y,Y
MGAOE6HF4YCFNXUQJJXUNOP3,P&S Bead Maker,Regular,,,,Retail Products,12.99,,,,,,,Y,N,N,N
A5NPTOW4KPRXL47AKCEOJ25U,P&S Paint Gloss Showroom Spray & Shine,Regular,,,,Retail Products,9.99,,,,,,,Y,N,N,N
5EJSTPKAF4U2OFGDOLSE6NTN,Paintbrush Style Metal Free Detail Brushes,1 Inch,,,,Retail Products,3.99,,,,,,,Y,N,N,N
VDRKXPEDIOURB4XJIC2IHNH7,Paintbrush Style Metal Free Detail Brushes,2 Inch,,,,Retail Products,5.99,,,,,,,Y,N,N,N
KH5ZWAARQ5IZ4PM625V4FIW7,Paintbrush Style Metal Free Detail Brushes,3 Inch,,,,Retail Products,7.99,,,,,,,Y,N,N,N
AI2GDYJ6NUOBH3KFTQ6U5D4H,Pet Hair Removal Brick,Regular,,,,Retail Products,2.99,,,,,,,Y,N,N,N
CHPAOWHBTDEBMKAD7QYRVHOF,Pipe Dream,Regular,,,,Retail Products,19.97,,,,,,,Y,N,N,N
KTXUKBENCSXELQ4WZ2KKV4QP,Platinum Exterior Only,Regular,,,,Exterior Services,160.00,,,0,,,,Y,Y,Y,Y
3AF76L5JEPFRT4D4DRDJHFJD,Platinum Exterior Only,"Truck, SUV",,,,Exterior Services,180.00,,,0,,,,Y,Y,Y,Y
QDZ45JTMFRTVPLBERGPQ2B46,Platinum Exterior Only,Oversize,,,,Exterior Services,200.00,,,,,,,Y,Y,Y,Y
T2QQJLXXLIGUBDVIVT5RC3W5,Platinum Interior Only,Regular,,,,Exterior Services,160.00,,,0,,,,Y,Y,Y,Y
TOBOHKXHCYLAJ262KZMTBWAR,Platinum Interior Only,"Truck, SUV, Minivan",,,,Exterior Services,180.00,,,0,,,,Y,Y,Y,Y
3IDA3ZMDSROYHF5TVN4EXNMS,Platinum Interior Only,Oversize,,,,Exterior Services,200.00,,,,,,,Y,Y,Y,Y
ZW2S4BLVQM4EQ76KNK3KTMKP,Plush 480gsm Edgeless Microfiber Towel Blue,Regular,,,,Retail Products,4.00,,,,,,,Y,N,N,N
4O7J3BPOCZNYGSBXGMX6N3CS,Pressure Washer Hose Coupler,Regular,,,,Retail Products,4.99,,,,,,,Y,N,N,N
KCZE4OGSVCOPH36Y5LBYZMCP,Pro Red Heavy Cut Metal Polish,Regular,,,,Retail Products,26.97,,,,,,,Y,N,N,N
2ABMKLT6OWS4XSWYZOJ6V3GB,Rag Company Creature Edgeless 420gsm Microfiber Towel Black,Regular,,,,Retail Products,3.99,,,,,,,Y,N,N,N
IAIIRFNHMCY5SSXA2BXFDBY3,Rag Company Creature Edgeless 420gsm Microfiber Towel Blue,Regular,,,,Retail Products,3.99,,,,,,,Y,N,N,N
XG4RO5AXHXR2OJO53X3FPBIR,Random Samples - 4 Pk,Regular,,,,Retail Products,8.00,,,,,,,Y,N,N,N
5N6KLWAHHIRA3O3JV7ANGC3M,Rebel Voodoo X Iron Remover,Regular,,,,Retail Products,19.99,,,,,,,Y,N,N,N
J2SO5JPXEBO7BJWT5E326UM5,Renegade Rebel Notorious H2O Waterless Wash,Regular,,,,Retail Products,14.99,,,,,,,Y,N,N,N
LHVTGWOZBWJXTIJBH4O36NWC,"Replacement 10"" Brush Head",Regular,,079038856736,,Retail Products,10.99,,,1,,,,Y,N,N,N
657HJP6N22HK66D3KLEYO3ZT,Rubber Vinyl And Plastic,Regular,,702921987919,,Retail Products,19.97,,,2,,,,Y,N,N,N
OVKGQL2F7BFTUS3MQZM3N2IQ,Sanding/RIDS Removal,Regular,Hour 1.00,,,Tier 3 Coating Maintenance Tasks,55.00,,,,,,,Y,N,N,N
2T6G57MW53YL3KZB2RKTAUSH,Savage APC,Regular,,,,Retail Products,9.99,,,,,,,Y,N,N,N
GZELXVO5SDOGYJ3BMPPXQKLN,Scotchbrite Fine Scuff Pad,Regular,,,,Retail Products,0.50,,,,,,,Y,N,N,N
EFC25GCQ3ELUC5ZOHEVF5ARQ,Scratch Reduction/Removal,Coupe,,,,Tier 3 Coating Maintenance Tasks,225.00,,,,,,,Y,N,N,N
ITHPQRDNWC3UKH5S5VCREBFM,Scratch Reduction/Removal,Sedan,,,,Tier 3 Coating Maintenance Tasks,260.00,,,,,,,Y,N,N,N
TRZ76JXFMYQ4CLCEQ2DLPQBW,Scratch Reduction/Removal,SUV/Truck,,,,Tier 3 Coating Maintenance Tasks,300.00,,,,,,,Y,N,N,N
XXD7XOWOANEEJMPPTUFRW4XF,Scratch Reduction/Removal,Oversize,,,,Tier 3 Coating Maintenance Tasks,345.00,,,,,,,Y,N,N,N
K3OK7N3IUWHNRDT6TEXXPA4N,Scrub All,Regular,,744848202034,"An innovate cleaning medium designed to remove stubborn build ups without scratching the paint. The TUF SHINE Scrub-All No Scratch Sponge is a great tool to use on the exterior when a normal sponge or wash mitt will just work. Use it with light to medium pressure on tar, bug smear, road grime, and more to quickly and safely remove the build ups. This unique sponge is re-usable and durable so you'll be using it over and over again.",Retail Products,2.99,,,1,,,,Y,N,N,N
HISIPIRB7UQMFZFWDKB446VG,Seachoice Nonskid Deck Cleaner,Regular,,,,Retail Products,10.99,,,,,,,Y,Y,Y,Y
H6N6BUR6SDN2OQJN6QN5XL32,Shine Supply Clean And Shine,Regular,,,,Retail Products,12.00,,,,,,,Y,Y,Y,Y
MQOB6TP7JFAVVJGB5OUU6NIL,Shine Supply Cloud 9,Regular,,,,,22.00,,,,,,,Y,Y,Y,Y
A2K54SPEPF52ZMQCMGHYD2CK,Shine Supply Cool Guy,Regular,,,,,15.00,,,,,,,Y,Y,Y,Y
TJ3P3RPHREETXMSYABUZC2MP,Shine Supply Leather And Interior Cleaner,Regular,,,,Retail Products,16.00,,,,,,,Y,Y,Y,Y
UJTREGFHFYUDA5PTTD3T7FPC,Shine Supply Leather Conditioner,Regular,,,,Retail Products,16.00,,,,,,,Y,Y,Y,Y
FHORSJNA6V2LPTASW2PJ6TW3,Shine Supply Ride Shine,Regular,,,,Retail Products,13.00,,,,,,,Y,Y,Y,Y
VA4VXKFWGJEV7ENUAGJPES3J,Shine Supply Shift,Regular,,,,Retail Products,16.00,,,,,,,Y,N,N,N
5KU52JQZHVJUR3TSAZI6CR7B,Shine Supply Shift Soap,Regular,,,,Retail Products,60.00,,,-1,,,,Y,N,N,N
YIXKWIJ3PA37MUE752ZVZBIP,Shine Supply Shine Mist,Regular,,,,,11.00,,,,,,,Y,Y,Y,Y
75SVOHCCUEND5JQPW4TMRYN2,Shine Supply Shine Soap,Regular,,,,Retail Products,10.00,,,,,,,Y,Y,Y,Y
IPOHG7V2447FEKUHOWX7KKHC,Shine Supply Smooth Move,Regular,,,,Retail Products,15.00,,,,,,,Y,Y,Y,Y
KR6RLEH37XY3EVNXAKY3LL4S,Shine Supply Spiked Punch,16 Oz,,,,Retail Products,18.00,,,,,,,Y,N,N,N
CY4PJGHOFB3QBG4ZLV4JECX2,Shine Supply Spiked Punch,1 Gallon,,,,Retail Products,80.00,,,,,,,Y,N,N,N
3FRQHOQRK6QZDWPHGKUHPIMO,Shine Supply Trim Shine,Regular,,,,,15.00,,,,,,,Y,Y,Y,Y
J3SI5ZB3QRY3PAVUM27EGWPW,Silicone Pet Hair Removal Brush,Regular,,,,Retail Products,14.99,,,,,,,Y,N,N,N
6XZIZI7OTHM5OYRY5I3MVF7X,Silver Exterior Only,Regular,,,,Exterior Services,60.00,,,0,,,,Y,Y,Y,Y
VRACHL2BDFMSHF7JFFGKPVAU,Silver Exterior Only,SUV,,,,Exterior Services,70.00,,,0,,,,Y,Y,Y,Y
RE23UJBJ7OP3YJ2A6U4OIC6A,Silver Exterior Only,Oversize,,,,Exterior Services,80.00,,,,,,,Y,Y,Y,Y
T4RX7Z7CWUJDIIUBOSAMVNN5,Silver Interior Only,Regular,,,,Exterior Services,60.00,,,0,,,,Y,Y,Y,Y
IUPOQCAKQO6DQ33UEQYVMOFF,Silver Interior Only,"Truck, SUV",,,,Exterior Services,70.00,,,0,,,,Y,Y,Y,Y
32P56ECAYJ5VVHQDA3UT2FQR,Silver Interior Only,Oversize,,,,Exterior Services,80.00,,,,,,,Y,Y,Y,Y
VERZ2FRDY3RIOSEJMFLR3LQT,SOLO Polishing Compound,Regular,,,,Retail Products,37.99,,,1,,,,Y,N,N,N
BF2OIL2ZCGVJK3DRF4D5QW2D,Sonax Wheel Cleaner,Regular,,,,Retail Products,16.99,,,,,,,Y,N,N,N
RYE44HIP5ZHKMB4SVGBSYO6I,Speedy Stone,Regular,,,,Retail Products,8.99,,,,,,,Y,N,N,N
VEV2UP5QWELBKXTOPLCXPUJ7,Sprayway Gel Vandal,Regular,,,,Retail Products,14.99,,,,,,,Y,N,N,N
INDXNSCXMR5QL3DJYGW2SACT,Starke Replenish 16oz,Regular,,s rep 16oz,"Replenish is an easy to use, carbon-infused SiO2 maintenance coating that can be used as a spray-on, hose off (Hydro) wipe less application or spray-on, wipe off application.
Replenish is formulated with true nano technology that leaves the surface glassy and with extreme slickness.
Replenish is safe to use on gel coat, paint, metal, plastic and glass. This product can be used to thicken any ceramic coating or silica based sealant and should be applied every 1-3 months! Use more frequently in high profile areas. Can be layered for increased gloss and protection.",Retail Products,29.99,,,1,,,,Y,N,N,N
HVGDHOJC35WCSJALZFQOHZTC,Terrashield Applicator Block,Single,,,,Retail Products,2.00,,,11,,,,Y,Y,Y,Y
7MTGHQ36VDLLAULHQ773JRL2,Terrashield Applicator Block,3 pack,,,,Retail Products,5.00,,,3,,,,Y,Y,Y,Y
D2YYWYOSAP75FQSFNPUDK54Z,Terrashield Ceramic Coating,30 ml,,,,Retail Products,54.95,,,,,,,Y,Y,Y,Y
U7D5QOHN5EHNKDFYG6MN43VM,Terrashield Ceramic Coating,50 ml,,,,Retail Products,79.95,,,,,,,Y,Y,Y,Y
AHN2KIUMW7AYQ22YI6JNFJRP,Terrashield Detailer Spray,16 oz,,TER DET 16,,Retail Products,15.95,,,1,,,,Y,Y,Y,Y
M5OSSROYGSKIE55IABPSDQ57,Terrashield Detailer Spray,1 gallon,,TER DET 1gal,,Retail Products,64.95,,,1,,,,Y,Y,Y,Y
NNWTTR5SMK56VWWDNVAOLZSB,Terrashield Kit,30 ml,,,,Retail Products,79.95,,,,,,,Y,Y,Y,Y
LO22PRW3AHCWDPANXAESEEQS,Terrashield Kit,50 ml,,,,Retail Products,94.95,,,,,,,Y,Y,Y,Y
BBM5J734KONR64WFH6KTQZTS,Terrashield Suede 5 Pack,Regular,,,,Retail Products,6.49,,,4,,,,Y,Y,Y,Y
2QXAGIBC7VTOFTK2F6WH5WE5,Terrashield Wash Concentrate,16 oz,,TER WASH 16,,Retail Products,14.95,,,0,,,,Y,Y,Y,Y
7KWWWAZWG5EMWXLYQVAVELPZ,Terrashield Wash Concentrate,1 gallon,,,,Retail Products,49.95,,,,,,,Y,Y,Y,Y
UTCJJSHLNISCNDNYKRTZT2O2,Tier 1 Basic,Coupe,,,,Coating Maintenance Services,40.00,,,,,,,Y,N,N,N
F6HLIDBTUAIWJW5VXF7J7U7A,Tier 1 Basic,Sedan,,,,Coating Maintenance Services,55.00,,,,,,,Y,N,N,N
6X665HRNR7VX2LTEBXHMRTS5,Tier 1 Basic,SUV/Truck,,,,Coating Maintenance Services,70.00,,,,,,,Y,N,N,N
LZZCQXJNDIRVQUB3K24IAGXH,Tier 1 Basic,Oversize,,,,Coating Maintenance Services,90.00,,,,,,,Y,N,N,N
DLQYA5IW42O5SMAE2ZO45B6X,Tier 2 Full,Coupe,,,,Coating Maintenance Services,70.00,,,,,,,Y,N,N,N
M7LYFY5GYA4UEM5BUX4P2RY5,Tier 2 Full,Sedan,,,,Coating Maintenance Services,85.00,,,,,,,Y,N,N,N
HXRLS5TH5TOKRIAV4XGPZI2J,Tier 2 Full,SUV/Truck,,,,Coating Maintenance Services,105.00,,,,,,,Y,N,N,N
YSCUNCVDIBAGD4VYFXI36H5B,Tier 2 Full,Oversize,,,,Coating Maintenance Services,127.00,,,,,,,Y,N,N,N
GY6MSQYLITJIXMN7YKSBA2SQ,Tire Coating,Regular,,,,Highline and Concours Level Services,variable,,,,,,,Y,Y,Y,Y
6HWF5E5363YO4QR36U4YCZTL,Tire Dressing Applicator,Regular,,TIRE DRESS ,,Retail Products,2.99,,,4,,,,Y,N,N,N
JLXLQYACUH6TKTTR5FKBKA2S,Undercarriage Wash,Regular,,,,Add-On Services,20.00,,,,,,,Y,Y,Y,Y
LYEZALWIQ5HZV2ITNTSYXXLW,Upholstery Iron,Regular,,,,Retail Products,5.99,,,,,,,Y,N,N,N
KJN3FKYQSW6L6SCGWYK2PKZN,VIV Bronze Exterior Only,Sedan,,,,VIV Clients,30.00,,,,,,,Y,Y,Y,Y
HFBCKDV226NRALHVCXDO2TU2,VIV Bronze Exterior Only,SUV/Truck,,,,VIV Clients,40.00,,,,,,,Y,Y,Y,Y
J76QR6AQGKDRIHAXZT5RCXRG,VIV Bronze Exterior Only,Oversize,,,,VIV Clients,50.00,,,,,,,Y,Y,Y,Y
26ZIDUPHZXTZ6BIDROPWWSER,VIV Bronze Interior Only,Sedan,,,,VIV Clients,30.00,,,,,,,Y,Y,Y,Y
DQCMFN33F4WAJBCVSDNTVWRY,VIV Bronze Interior Only,SUV/Truck,,,,VIV Clients,40.00,,,,,,,Y,Y,Y,Y
Z6SD6UQB5ETMF55O5TFCSVDP,VIV Bronze Interior Only,Oversize,,,,VIV Clients,50.00,,,,,,,Y,Y,Y,Y
OO3H6I2X7IH262P5JMJPJ6VT,VIV Bronze Service,Compact,,,,VIV Clients,40.00,,,,,,,Y,Y,Y,Y
ILDL2DLZQHAAX4UX57RWGIEO,VIV Bronze Service,Sedan,,,,VIV Clients,55.00,,,,,,,Y,Y,Y,Y
SY626BOHIUZRS7TEJ7IOWNUQ,VIV Bronze Service,SUV/Truck,,,,VIV Clients,70.00,,,,,,,Y,Y,Y,Y
JKPMNLTDECDIEB6RCBRZ7AIK,VIV Bronze Service,Oversize,,,,VIV Clients,90.00,,,,,,,Y,Y,Y,Y
N7IA754NCNNU4RR4YFJETEXZ,VIV Diamond Exterior Only,Sedan,,,,VIV Clients,240.00,,,,,,,Y,Y,Y,Y
VS3DHWSBW34FFVRSV3BMMDJT,VIV Diamond Exterior Only,SUV/Truck,,,,VIV Clients,270.00,,,,,,,Y,Y,Y,Y
ZRBKFVTIGKXMLKTS6TFSRC52,VIV Diamond Exterior Only,Oversize,,,,VIV Clients,300.00,,,,,,,Y,Y,Y,Y
EC3VLRF6BUKTYQZ6OBFDUBS2,VIV Diamond Interior Only,Sedan,,,,VIV Clients,240.00,,,,,,,Y,Y,Y,Y
SK24QDF3I372YSYUXXPJAHSF,VIV Diamond Interior Only,SUV/Truck,,,,VIV Clients,270.00,,,,,,,Y,Y,Y,Y
XBCCBKSZVDQTVTKAM6MPQIRS,VIV Diamond Interior Only,Oversize,,,,VIV Clients,300.00,,,,,,,Y,Y,Y,Y
THFHTOORHCDFZQBNYRMHWTUV,VIV Diamond Service,Sedan,,,,VIV Clients,350.00,,,,,,,Y,Y,Y,Y
LQ65ITWRWPLH7NJGY3QJMUMU,VIV Diamond Service,SUV/Truck,,,,VIV Clients,400.00,,,,,,,Y,Y,Y,Y
GBLHD66PGVA7K4J5AM6WEDLA,VIV Diamond Service,Oversize,,,,VIV Clients,450.00,,,,,,,Y,Y,Y,Y
OMLRGWSE3MBY5KCVFFJ2YVXJ,VIV Gold Exterior Only,Sedan,,,,VIV Clients,90.00,,,,,,,Y,Y,Y,Y
G6ZAPANAW5QLG3BOO7TEL3QS,VIV Gold Exterior Only,SUV/Truck,,,,VIV Clients,110.00,,,,,,,Y,Y,Y,Y
5WTIK542PQWBQGVG7RPJVO3U,VIV Gold Exterior Only,Oversize,,,,VIV Clients,130.00,,,,,,,Y,Y,Y,Y
NJVEXS7WYOB3I4AXVFEROFI5,VIV Gold Interior Only,Sedan,,,,VIV Clients,90.00,,,,,,,Y,Y,Y,Y
QACZD53WIYV7T3KM2YWWS35K,VIV Gold Interior Only,SUV/Truck,,,,VIV Clients,110.00,,,,,,,Y,Y,Y,Y
HRS7XCWTOCB26NVUZTTOXH55,VIV Gold Interior Only,Oversize,,,,VIV Clients,130.00,,,,,,,Y,Y,Y,Y
HH4JKMVU2WY5U2NDET3G5V6E,VIV Gold Service,Sedan,,,,VIV Clients,140.00,,,,,,,Y,Y,Y,Y
A6ZTU7D6447HJRTH52BXOWEL,VIV Gold Service,SUV/Truck,,,,VIV Clients,160.00,,,,,,,Y,Y,Y,Y
4ML54TMHNMPXDBEB5HBS5H5O,VIV Gold Service,Oversize,,,,VIV Clients,180.00,,,,,,,Y,Y,Y,Y
FGIVEVWQERRBAMD2PPLCYIKG,VIV Platinum Exterior Only,Sedan,,,,VIV Clients,130.00,,,,,,,Y,Y,Y,Y
MJ74HH73PD4C7UBIGRVTZFWF,VIV Platinum Exterior Only,SUV/Truck,,,,VIV Clients,150.00,,,,,,,Y,Y,Y,Y
WQ2P4PEPNLQ4N5RK3JPEFIOO,VIV Platinum Exterior Only,Oversize,,,,VIV Clients,170.00,,,,,,,Y,Y,Y,Y
SYOC23LH4TISYEX75SXAIYTI,VIV Platinum Interior Only,Sedan,,,,VIV Clients,130.00,,,,,,,Y,Y,Y,Y
7KE2ZJX62LXMBCH3E4BDS2XM,VIV Platinum Interior Only,SUV/Truck,,,,VIV Clients,150.00,,,,,,,Y,Y,Y,Y
FBNRXU7IVJTYZZO2YIB4BTYF,VIV Platinum Interior Only,Oversize,,,,VIV Clients,170.00,,,,,,,Y,Y,Y,Y
W3NJG5HNEQ6JKM73KF7NVPUY,VIV Platinum Service,Sedan,,,,VIV Clients,200.00,,,,,,,Y,Y,Y,Y
2J2LH7EXZ7IN5LSH2TCXA42N,VIV Platinum Service,SUV/Truck,,,,VIV Clients,230.00,,,,,,,Y,Y,Y,Y
YJH53VMIJBBBEWD2AJO3RWO5,VIV Platinum Service,Oversize,,,,VIV Clients,260.00,,,,,,,Y,Y,Y,Y
XM6JA6FGJYOLWLXVMJ2HZDLJ,VIV Silver Exterior Only,Sedan,,,,VIV Clients,50.00,,,,,,,Y,Y,Y,Y
DSP7SLGSCZAQ3HECWMCFASAR,VIV Silver Exterior Only,SUV/Truck,,,,VIV Clients,60.00,,,,,,,Y,Y,Y,Y
57GG4ASJN55L6VQQJJBUYCUV,VIV Silver Exterior Only,Oversize,,,,VIV Clients,70.00,,,,,,,Y,Y,Y,Y
GC2QNSK4K4GU2F5VHQW5PDCH,VIV Silver Interior Only,Sedan,,,,VIV Clients,50.00,,,,,,,Y,Y,Y,Y
SUU4ZFEGUWXZCISODSI6MBSL,VIV Silver Interior Only,SUV/Truck,,,,VIV Clients,60.00,,,,,,,Y,Y,Y,Y
PRGYQSUKEEUBKFD3C2GZCBX2,VIV Silver Interior Only,Oversize,,,,VIV Clients,70.00,,,,,,,Y,Y,Y,Y
46IYTS3PCL5ZWSY7RLQ5IAFZ,VIV Silver Service,Sedan,,,,VIV Clients,60.00,,,,,,,Y,Y,Y,Y
R7FGXXGO34YQJAPWACQA4PES,VIV Silver Service,SUV/Truck,,,,VIV Clients,70.00,,,,,,,Y,Y,Y,Y
CQMJUSPEHREEEYJIHCOUSFC3,VIV Silver Service,Oversize,,,,VIV Clients,80.00,,,,,,,Y,Y,Y,Y
VHXOHPUMA3IVSDEVBOA5NVYN,Vvash Tire Shine,Regular,,,,Retail Products,17.99,,,,,,,Y,N,N,N
AJFQDZZZFVPYL4BBS7O3PFVZ,Water Spot Removal Treatment,Coupe,,,,Tier 3 Coating Maintenance Tasks,20.00,,,,,,,Y,N,N,N
2V3QBBLJDAYSAISHAV52RTZS,Water Spot Removal Treatment,Sedan,,,,Tier 3 Coating Maintenance Tasks,30.00,,,,,,,Y,N,N,N
JDTIJEUO6XGWJJ4MJWSE4CZ7,Water Spot Removal Treatment,SUV/Truck,,,,Tier 3 Coating Maintenance Tasks,40.00,,,,,,,Y,N,N,N
JSVDAP2RPOLEPFA36QTS3EYS,Water Spot Removal Treatment,Oversize,,,,Tier 3 Coating Maintenance Tasks,50.00,,,,,,,Y,N,N,N
RZWNYETEG5HFHMKTYABIM3TO,Wax And Sealant Hand Applicator,Regular,,,,Retail Products,2.99,,,,,,,Y,N,N,N
ZG6OV6NWLHYYRJ66VAJIRIUX,Wayer Spot Polishing,Coupe,,,,Tier 3 Coating Maintenance Tasks,75.00,,,,,,,Y,N,N,N
AK7373RM327LOLY3IIZVC25T,Wayer Spot Polishing,Sedan,,,,Tier 3 Coating Maintenance Tasks,90.00,,,,,,,Y,N,N,N
PPUO2AYTKXMNIEPKDCAHCUIC,Wayer Spot Polishing,SUV/Truck,,,,Tier 3 Coating Maintenance Tasks,115.00,,,,,,,Y,N,N,N
CMGEDEUMJX2FIDRF7WRDUYWJ,Wayer Spot Polishing,Oversize,,,,Tier 3 Coating Maintenance Tasks,130.00,,,,,,,Y,N,N,N
LKLEEPVXLUTQZPNVE676STDN,Wheel Cleaning Brush,Regular,,,"Synthetic nylon bristles
For cleaning tight areas and the lugs of the wheels",Retail Products,4.99,,,,,,,Y,N,N,N
O3WEJLL6GNPRGDLRW3PW6BSS,Wheel Polishing,Regular,Hour 1.00,,,Ala Carte,68.00,,,,,,,Y,Y,Y,Y
2BCL7OU53XNAV5MM66KC4A7D,Wheel Spoke Brush,Regular,,,,Retail Products,9.99,,,,,,,Y,N,N,N
UUWY7LZWRHHNJTYJOHRTW4UA,Wheel Woolie 12 Inch,Regular,,,,Retail Products,17.99,,,,,,,Y,N,N,N
LIKPMEYJIJYLAAPC3AIAHXBW,Wheel Woolie 18 Inch,Regular,,,,Retail Products,22.99,,,,,,,Y,N,N,N
YXWKKP3VJR6FAYLNP52XQVZY,Wheel Woolie 8 Inch,Regular,,,,,15.99,,,,,,,Y,N,N,N
M2RY4IEZKWIKALC4X4VPDJC5,Whole Wheel Coating (with Uninstall and Reinstall),Regular,,,,Highline and Concours Level Services,variable,,,,,,,Y,Y,Y,Y
4XDZVFNN3PZ2KZYOU2VEUUTU,Window Polishing,Regular,Hour 1.00,,,Add-On Services,35.00,,,,,,,Y,Y,Y,Y
RNS5JOLGUA7O65XOXOVKXPWD,Xtreme Shine,16oz,,,,Retail Products,10.99,,,,,,,Y,N,N,N
MRWMWGCBQMHQ42J6W2SME5AI,Xtreme Shine,1 Gallon,,,,Retail Products,29.99,,,,,,,Y,N,N,N
TCYGN6ZFIPZVLQAHA7WRTXLY,Yellow 300gsm General Purpose Microfiber Towel,Regular,,,,Retail Products,1.80,,,,,,,Y,N,N,N
BFN7GEGVHJDSMCYQYJ4KSF62,Zep 40,Regular,,,,Retail Products,18.99,,,,,,,Y,Y,Y,Y
